config,target,metric,value,baseline_value,ratio
weighted+remat,corpus:elementwise_chain,correct,1.0,1.0,1.0
weighted+remat,corpus:elementwise_chain,run_median_s,20.107219,5.312785,3.784685245120968
weighted+remat,corpus:elementwise_chain,run_min_s,16.454464,5.07029,3.2452707833279755
weighted+remat,corpus:gemm_control,compile_s,6.508,6.523,0.9977004445807145
weighted+remat,corpus:gemm_control,obj_bytes,24688.0,23112.0,1.0681896850121149
weighted+remat,corpus:gemm_control,text_bytes,21067.0,19495.0,1.0806360605283405
weighted+remat,corpus:gemm_control,insns,5149.0,4756.0,1.082632464255677
weighted+remat,corpus:gemm_control,ldr_sp,976.0,974.0,1.002053388090349
weighted+remat,corpus:gemm_control,str_sp,1086.0,877.0,1.2383124287343215
weighted+remat,corpus:gemm_control,ldp_sp,0.0,0.0,
weighted+remat,corpus:gemm_control,stp_sp,0.0,0.0,
weighted+remat,corpus:gemm_control,mov_imm,971.0,789.0,1.2306717363751585
weighted+remat,corpus:gemm_control,objects,1.0,1.0,1.0
weighted+remat,corpus:gemm_control,kfn_insns,254.0,151.0,1.6821192052980132
weighted+remat,corpus:gemm_control,kfn_ldr_sp,72.0,36.0,2.0
weighted+remat,corpus:gemm_control,kfn_str_sp,81.0,23.0,3.5217391304347827
weighted+remat,corpus:gemm_control,kfn_ldp_sp,0.0,0.0,
weighted+remat,corpus:gemm_control,kfn_stp_sp,0.0,0.0,
weighted+remat,corpus:gemm_control,kfn_mov_imm,41.0,32.0,1.28125
weighted+remat,corpus:gemm_control,kfn_symbols,1.0,1.0,1.0
weighted+remat,corpus:gemm_control,correct,1.0,1.0,1.0
weighted+remat,corpus:gemm_control,run_median_s,20.867943,4.648336,4.489336183959163
weighted+remat,corpus:gemm_control,run_min_s,20.281184,4.599431,4.4094984792684135
weighted+remat,corpus:gemm_tiled,compile_s,6.912,6.897,1.0021748586341888
weighted+remat,corpus:gemm_tiled,obj_bytes,32568.0,30320.0,1.0741424802110817
weighted+remat,corpus:gemm_tiled,text_bytes,28959.0,26711.0,1.0841600838605818
weighted+remat,corpus:gemm_tiled,insns,7122.0,6560.0,1.085670731707317
weighted+remat,corpus:gemm_tiled,ldr_sp,1070.0,1028.0,1.0408560311284047
weighted+remat,corpus:gemm_tiled,str_sp,1974.0,1675.0,1.1785074626865673
weighted+remat,corpus:gemm_tiled,ldp_sp,0.0,0.0,
weighted+remat,corpus:gemm_tiled,stp_sp,0.0,0.0,
weighted+remat,corpus:gemm_tiled,mov_imm,1832.0,1613.0,1.1357718536887786
weighted+remat,corpus:gemm_tiled,objects,1.0,1.0,1.0
weighted+remat,corpus:gemm_tiled,kfn_insns,2290.0,2018.0,1.134786917740337
weighted+remat,corpus:gemm_tiled,kfn_ldr_sp,197.0,121.0,1.628099173553719
weighted+remat,corpus:gemm_tiled,kfn_str_sp,991.0,843.0,1.1755634638196917
weighted+remat,corpus:gemm_tiled,kfn_ldp_sp,0.0,0.0,
weighted+remat,corpus:gemm_tiled,kfn_stp_sp,0.0,0.0,
weighted+remat,corpus:gemm_tiled,kfn_mov_imm,905.0,859.0,1.0535506402793946
weighted+remat,corpus:gemm_tiled,kfn_symbols,1.0,1.0,1.0
weighted+remat,corpus:gemm_tiled,correct,1.0,1.0,1.0
weighted+remat,corpus:gemm_tiled,run_median_s,85.415242,21.268538,4.016037303551378
weighted+remat,corpus:gemm_tiled,run_min_s,83.554262,19.080657,4.379003406434066
weighted+remat,corpus:histogram,compile_s,6.169,6.182,0.9978971206729212
weighted+remat,corpus:histogram,obj_bytes,26680.0,25016.0,1.0665174288455388
weighted+remat,corpus:histogram,text_bytes,23091.0,21431.0,1.0774578881060146
weighted+remat,corpus:histogram,insns,5655.0,5240.0,1.0791984732824427
weighted+remat,corpus:histogram,ldr_sp,942.0,938.0,1.004264392324094
weighted+remat,corpus:histogram,str_sp,1324.0,1109.0,1.193868349864743
weighted+remat,corpus:histogram,ldp_sp,0.0,0.0,
weighted+remat,corpus:histogram,stp_sp,0.0,0.0,
weighted+remat,corpus:histogram,mov_imm,1253.0,1057.0,1.185430463576159
weighted+remat,corpus:histogram,objects,1.0,1.0,1.0
weighted+remat,corpus:histogram,kfn_insns,361.0,226.0,1.5973451327433628
weighted+remat,corpus:histogram,kfn_ldr_sp,85.0,45.0,1.8888888888888888
weighted+remat,corpus:histogram,kfn_str_sp,101.0,29.0,3.4827586206896552
weighted+remat,corpus:histogram,kfn_ldp_sp,0.0,0.0,
weighted+remat,corpus:histogram,kfn_stp_sp,0.0,0.0,
weighted+remat,corpus:histogram,kfn_mov_imm,77.0,54.0,1.4259259259259258
weighted+remat,corpus:histogram,kfn_symbols,1.0,1.0,1.0
weighted+remat,corpus:histogram,correct,1.0,1.0,1.0
weighted+remat,corpus:histogram,run_median_s,17.283079,4.955482,3.487668606202182
weighted+remat,corpus:histogram,run_min_s,16.839584,4.454142,3.780657195033297
weighted+remat+spectral,fixture:pure-rust-aarch64,compile_s,0.444,0.431,1.0301624129930396
weighted+remat+spectral,fixture:pure-rust-aarch64,obj_bytes,9728.0,9536.0,1.0201342281879195
weighted+remat+spectral,fixture:pure-rust-aarch64,text_bytes,6889.0,6697.0,1.028669553531432
weighted+remat+spectral,fixture:pure-rust-aarch64,insns,1688.0,1640.0,1.0292682926829269
weighted+remat+spectral,fixture:pure-rust-aarch64,ldr_sp,220.0,217.0,1.0138248847926268
weighted+remat+spectral,fixture:pure-rust-aarch64,str_sp,251.0,223.0,1.1255605381165918
weighted+remat+spectral,fixture:pure-rust-aarch64,ldp_sp,0.0,0.0,
weighted+remat+spectral,fixture:pure-rust-aarch64,stp_sp,0.0,0.0,
weighted+remat+spectral,fixture:pure-rust-aarch64,mov_imm,501.0,484.0,1.0351239669421488
weighted+remat+spectral,fixture:pure-rust-aarch64,objects,1.0,1.0,1.0
weighted+remat+spectral,fixture:pure-rust-aarch64,correct,1.0,1.0,1.0
weighted+remat+spectral,fixture:pure-rust-aarch64,run_median_s,0.000726,0.000979,0.7415730337078651
weighted+remat+spectral,fixture:pure-rust-aarch64,run_min_s,0.000636,0.000657,0.9680365296803651
weighted+remat+spectral,fixture:structs-aarch64,compile_s,0.126,0.126,1.0
weighted+remat+spectral,fixture:structs-aarch64,obj_bytes,2040.0,2040.0,1.0
weighted+remat+spectral,fixture:structs-aarch64,text_bytes,620.0,624.0,0.9935897435897436
weighted+remat+spectral,fixture:structs-aarch64,insns,155.0,156.0,0.9935897435897436
weighted+remat+spectral,fixture:structs-aarch64,ldr_sp,17.0,18.0,0.9444444444444444
weighted+remat+spectral,fixture:structs-aarch64,str_sp,12.0,12.0,1.0
weighted+remat+spectral,fixture:structs-aarch64,ldp_sp,0.0,0.0,
weighted+remat+spectral,fixture:structs-aarch64,stp_sp,0.0,0.0,
weighted+remat+spectral,fixture:structs-aarch64,mov_imm,51.0,51.0,1.0
weighted+remat+spectral,fixture:structs-aarch64,objects,1.0,1.0,1.0
weighted+remat+spectral,fixture:structs-aarch64,correct,1.0,1.0,1.0
weighted+remat+spectral,fixture:structs-aarch64,run_median_s,0.000745,0.000734,1.0149863760217985
weighted+remat+spectral,fixture:structs-aarch64,run_min_s,0.000566,0.000622,0.9099678456591639
weighted+remat+spectral,fixture:hello-world-aarch64,compile_s,0.145,0.133,1.0902255639097742
weighted+remat+spectral,fixture:hello-world-aarch64,obj_bytes,1728.0,1728.0,1.0
weighted+remat+spectral,fixture:hello-world-aarch64,text_bytes,351.0,351.0,1.0
weighted+remat+spectral,fixture:hello-world-aarch64,insns,85.0,85.0,1.0
weighted+remat+spectral,fixture:hello-world-aarch64,ldr_sp,13.0,13.0,1.0
weighted+remat+spectral,fixture:hello-world-aarch64,str_sp,13.0,13.0,1.0
weighted+remat+spectral,fixture:hello-world-aarch64,ldp_sp,0.0,0.0,
weighted+remat+spectral,fixture:hello-world-aarch64,stp_sp,0.0,0.0,
weighted+remat+spectral,fixture:hello-world-aarch64,mov_imm,8.0,8.0,1.0
weighted+remat+spectral,fixture:hello-world-aarch64,objects,1.0,1.0,1.0
weighted+remat+spectral,fixture:hello-world-aarch64,correct,1.0,1.0,1.0
weighted+remat+spectral,fixture:hello-world-aarch64,run_median_s,0.000981,0.000756,1.2976190476190477
weighted+remat+spectral,fixture:hello-world-aarch64,run_min_s,0.000687,0.000674,1.0192878338278932
weighted+remat+spectral,fixture:fp-aarch64,compile_s,1.675,1.657,1.0108630054315026
weighted+remat+spectral,fixture:fp-aarch64,obj_bytes,41072.0,37696.0,1.08955857385399
weighted+remat+spectral,fixture:fp-aarch64,text_bytes,34623.0,31243.0,1.108184233268252
weighted+remat+spectral,fixture:fp-aarch64,insns,8488.0,7643.0,1.1105586811461468
weighted+remat+spectral,fixture:fp-aarch64,ldr_sp,1640.0,1666.0,0.9843937575030012
weighted+remat+spectral,fixture:fp-aarch64,str_sp,2052.0,1625.0,1.2627692307692309
weighted+remat+spectral,fixture:fp-aarch64,ldp_sp,0.0,0.0,
weighted+remat+spectral,fixture:fp-aarch64,stp_sp,0.0,0.0,
weighted+remat+spectral,fixture:fp-aarch64,mov_imm,1555.0,1113.0,1.3971248876909255
weighted+remat+spectral,fixture:fp-aarch64,objects,1.0,1.0,1.0
weighted+remat+spectral,fixture:fp-aarch64,correct,1.0,1.0,1.0
weighted+remat+spectral,fixture:fp-aarch64,run_median_s,0.000885,0.000918,0.9640522875816994
weighted+remat+spectral,fixture:fp-aarch64,run_min_s,0.000694,0.000589,1.1782682512733447
weighted+remat+spectral,fixture:int128-aarch64,compile_s,5.847,5.803,1.0075822850249871
weighted+remat+spectral,fixture:int128-aarch64,obj_bytes,110256.0,103648.0,1.063754245137388
weighted+remat+spectral,fixture:int128-aarch64,text_bytes,96045.0,89437.0,1.0738844102552634
weighted+remat+spectral,fixture:int128-aarch64,insns,23476.0,21824.0,1.0756964809384164
weighted+remat+spectral,fixture:int128-aarch64,ldr_sp,4399.0,4438.0,0.991212257773772
weighted+remat+spectral,fixture:int128-aarch64,str_sp,5370.0,4422.0,1.21438263229308
weighted+remat+spectral,fixture:int128-aarch64,ldp_sp,0.0,0.0,
weighted+remat+spectral,fixture:int128-aarch64,stp_sp,0.0,0.0,
weighted+remat+spectral,fixture:int128-aarch64,mov_imm,4816.0,4073.0,1.1824208200343727
weighted+remat+spectral,fixture:int128-aarch64,objects,1.0,1.0,1.0
weighted+remat+spectral,fixture:int128-aarch64,correct,1.0,1.0,1.0
weighted+remat+spectral,fixture:int128-aarch64,run_median_s,0.001007,0.000889,1.1327334083239595
weighted+remat+spectral,fixture:int128-aarch64,run_min_s,0.000695,0.000699,0.9942775393419171
weighted+remat+spectral,fixture:hashmap-aarch64,compile_s,8.469,8.322,1.0176640230713772
weighted+remat+spectral,fixture:hashmap-aarch64,obj_bytes,173240.0,147512.0,1.174412929117631
weighted+remat+spectral,fixture:hashmap-aarch64,text_bytes,158049.0,132321.0,1.1944362572834244
weighted+remat+spectral,fixture:hashmap-aarch64,insns,39408.0,32976.0,1.1950509461426493
weighted+remat+spectral,fixture:hashmap-aarch64,ldr_sp,7182.0,6960.0,1.0318965517241379
weighted+remat+spectral,fixture:hashmap-aarch64,str_sp,9554.0,6227.0,1.5342861731170707
weighted+remat+spectral,fixture:hashmap-aarch64,ldp_sp,0.0,0.0,
weighted+remat+spectral,fixture:hashmap-aarch64,stp_sp,0.0,0.0,
weighted+remat+spectral,fixture:hashmap-aarch64,mov_imm,9478.0,6599.0,1.4362782239733294
weighted+remat+spectral,fixture:hashmap-aarch64,objects,1.0,1.0,1.0
weighted+remat+spectral,fixture:hashmap-aarch64,correct,1.0,1.0,1.0
weighted+remat+spectral,fixture:hashmap-aarch64,run_median_s,0.001045,0.000939,1.1128860489882855
weighted+remat+spectral,fixture:hashmap-aarch64,run_min_s,0.000769,0.000606,1.268976897689769
weighted+remat+spectral,fixture:itoa-aarch64,compile_s,1.319,1.318,1.0007587253414263
weighted+remat+spectral,fixture:itoa-aarch64,obj_bytes,23144.0,22872.0,1.0118922700244841
weighted+remat+spectral,fixture:itoa-aarch64,text_bytes,19339.0,19071.0,1.0140527502490693
weighted+remat+spectral,fixture:itoa-aarch64,insns,4720.0,4653.0,1.0143993122716526
weighted+remat+spectral,fixture:itoa-aarch64,ldr_sp,922.0,1018.0,0.9056974459724951
weighted+remat+spectral,fixture:itoa-aarch64,str_sp,740.0,700.0,1.0571428571428572
weighted+remat+spectral,fixture:itoa-aarch64,ldp_sp,0.0,0.0,
weighted+remat+spectral,fixture:itoa-aarch64,stp_sp,0.0,0.0,
weighted+remat+spectral,fixture:itoa-aarch64,mov_imm,823.0,700.0,1.1757142857142857
weighted+remat+spectral,fixture:itoa-aarch64,objects,1.0,1.0,1.0
weighted+remat+spectral,fixture:itoa-aarch64,correct,1.0,1.0,1.0
weighted+remat+spectral,fixture:itoa-aarch64,run_median_s,0.000899,0.000862,1.04292343387471
weighted+remat+spectral,fixture:itoa-aarch64,run_min_s,0.000568,0.000581,0.9776247848537005
weighted+remat+spectral,fixture:oc-course,compile_s,0.166,0.169,0.9822485207100592
weighted+remat+spectral,fixture:oc-course,obj_bytes,2040.0,1992.0,1.0240963855421688
weighted+remat+spectral,fixture:oc-course,text_bytes,607.0,559.0,1.0858676207513416
weighted+remat+spectral,fixture:oc-course,insns,149.0,137.0,1.0875912408759123
weighted+remat+spectral,fixture:oc-course,ldr_sp,26.0,25.0,1.04
weighted+remat+spectral,fixture:oc-course,str_sp,28.0,22.0,1.2727272727272727
weighted+remat+spectral,fixture:oc-course,ldp_sp,0.0,0.0,
weighted+remat+spectral,fixture:oc-course,stp_sp,0.0,0.0,
weighted+remat+spectral,fixture:oc-course,mov_imm,19.0,14.0,1.3571428571428572
weighted+remat+spectral,fixture:oc-course,objects,1.0,1.0,1.0
weighted+remat+spectral,fixture:oc-course,correct,1.0,1.0,1.0
weighted+remat+spectral,fixture:oc-course,run_median_s,0.000913,0.000702,1.3005698005698005
weighted+remat+spectral,fixture:oc-course,run_min_s,0.000604,0.000573,1.0541012216404886
weighted+remat+spectral,fixture:stdin-aarch64,compile_s,8.331,8.256,1.0090843023255813
weighted+remat+spectral,fixture:stdin-aarch64,obj_bytes,66224.0,52592.0,1.2592029205962885
weighted+remat+spectral,fixture:stdin-aarch64,text_bytes,59064.0,45428.0,1.300167297701858
weighted+remat+spectral,fixture:stdin-aarch64,insns,14601.0,11192.0,1.3045925661186561
weighted+remat+spectral,fixture:stdin-aarch64,ldr_sp,2959.0,1981.0,1.4936900555275114
weighted+remat+spectral,fixture:stdin-aarch64,str_sp,3501.0,1785.0,1.961344537815126
weighted+remat+spectral,fixture:stdin-aarch64,ldp_sp,0.0,0.0,
weighted+remat+spectral,fixture:stdin-aarch64,stp_sp,0.0,0.0,
weighted+remat+spectral,fixture:stdin-aarch64,mov_imm,3334.0,2623.0,1.2710636675562332
weighted+remat+spectral,fixture:stdin-aarch64,objects,1.0,1.0,1.0
weighted+remat+spectral,fixture:stdin-aarch64,correct,1.0,1.0,1.0
weighted+remat+spectral,fixture:stdin-aarch64,run_median_s,0.000755,0.000971,0.7775489186405767
weighted+remat+spectral,fixture:stdin-aarch64,run_min_s,0.000579,0.000608,0.9523026315789472
weighted+remat+spectral,fixture:sudoku-aarch64,compile_s,1.332,1.324,1.0060422960725075
weighted+remat+spectral,fixture:sudoku-aarch64,obj_bytes,16384.0,14408.0,1.1371460299833427
weighted+remat+spectral,fixture:sudoku-aarch64,text_bytes,14444.0,12472.0,1.1581141757536884
weighted+remat+spectral,fixture:sudoku-aarch64,insns,3587.0,3094.0,1.1593406593406594
weighted+remat+spectral,fixture:sudoku-aarch64,ldr_sp,705.0,666.0,1.0585585585585586
weighted+remat+spectral,fixture:sudoku-aarch64,str_sp,932.0,677.0,1.3766617429837518
weighted+remat+spectral,fixture:sudoku-aarch64,ldp_sp,0.0,0.0,
weighted+remat+spectral,fixture:sudoku-aarch64,stp_sp,0.0,0.0,
weighted+remat+spectral,fixture:sudoku-aarch64,mov_imm,690.0,491.0,1.4052953156822812
weighted+remat+spectral,fixture:sudoku-aarch64,objects,1.0,1.0,1.0
weighted+remat+spectral,fixture:sudoku-aarch64,correct,1.0,1.0,1.0
weighted+remat+spectral,fixture:sudoku-aarch64,run_median_s,0.002772,0.001844,1.5032537960954448
weighted+remat+spectral,fixture:sudoku-aarch64,run_min_s,0.00267,0.00163,1.638036809815951
weighted+remat+spectral,fixture:sudoku-solver,compile_s,14.791,14.612,1.0122502053107036
weighted+remat+spectral,fixture:sudoku-solver,obj_bytes,124472.0,108592.0,1.1462354501252394
weighted+remat+spectral,fixture:sudoku-solver,text_bytes,116608.0,100724.0,1.1576982645645526
weighted+remat+spectral,fixture:sudoku-solver,insns,28763.0,24792.0,1.1601726363343015
weighted+remat+spectral,fixture:sudoku-solver,ldr_sp,6018.0,5614.0,1.071962949768436
weighted+remat+spectral,fixture:sudoku-solver,str_sp,7079.0,4956.0,1.4283696529459242
weighted+remat+spectral,fixture:sudoku-solver,ldp_sp,0.0,0.0,
weighted+remat+spectral,fixture:sudoku-solver,stp_sp,0.0,0.0,
weighted+remat+spectral,fixture:sudoku-solver,mov_imm,5842.0,4404.0,1.3265213442325159
weighted+remat+spectral,fixture:sudoku-solver,objects,1.0,1.0,1.0
weighted+remat+spectral,fixture:sudoku-solver,correct,1.0,1.0,1.0
weighted+remat+spectral,fixture:sudoku-solver,run_median_s,0.001051,0.00091,1.154945054945055
weighted+remat+spectral,fixture:sudoku-solver,run_min_s,0.000759,0.00073,1.0397260273972604
weighted+remat+spectral,corpus:div_recurrence,compile_s,5.72,5.651,1.0122102282781809
weighted+remat+spectral,corpus:div_recurrence,obj_bytes,24384.0,22776.0,1.0706006322444679
weighted+remat+spectral,corpus:div_recurrence,text_bytes,20755.0,19147.0,1.083981824828955
weighted+remat+spectral,corpus:div_recurrence,insns,5071.0,4669.0,1.0860998072392376
weighted+remat+spectral,corpus:div_recurrence,ldr_sp,943.0,929.0,1.0150699677072121
weighted+remat+spectral,corpus:div_recurrence,str_sp,1058.0,852.0,1.2417840375586855
weighted+remat+spectral,corpus:div_recurrence,ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:div_recurrence,stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:div_recurrence,mov_imm,968.0,786.0,1.2315521628498727
weighted+remat+spectral,corpus:div_recurrence,objects,1.0,1.0,1.0
weighted+remat+spectral,corpus:div_recurrence,kfn_insns,211.0,132.0,1.5984848484848484
weighted+remat+spectral,corpus:div_recurrence,kfn_ldr_sp,54.0,25.0,2.16
weighted+remat+spectral,corpus:div_recurrence,kfn_str_sp,63.0,20.0,3.15
weighted+remat+spectral,corpus:div_recurrence,kfn_ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:div_recurrence,kfn_stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:div_recurrence,kfn_mov_imm,42.0,35.0,1.2
weighted+remat+spectral,corpus:div_recurrence,kfn_symbols,1.0,1.0,1.0
weighted+remat+spectral,corpus:div_recurrence,correct,1.0,1.0,1.0
weighted+remat+spectral,corpus:div_recurrence,run_median_s,1.836765,0.656767,2.7966767514202147
weighted+remat+spectral,corpus:div_recurrence,run_min_s,1.827367,0.647906,2.8204199374600636
weighted+remat+spectral,corpus:dot_product,compile_s,5.798,5.775,1.003982683982684
weighted+remat+spectral,corpus:dot_product,obj_bytes,29072.0,26952.0,1.0786583555951321
weighted+remat+spectral,corpus:dot_product,text_bytes,25428.0,23312.0,1.0907687028140014
weighted+remat+spectral,corpus:dot_product,insns,6272.0,5743.0,1.0921121365140172
weighted+remat+spectral,corpus:dot_product,ldr_sp,1113.0,1056.0,1.0539772727272727
weighted+remat+spectral,corpus:dot_product,str_sp,1482.0,1214.0,1.2207578253706755
weighted+remat+spectral,corpus:dot_product,ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:dot_product,stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:dot_product,mov_imm,1339.0,1135.0,1.1797356828193832
weighted+remat+spectral,corpus:dot_product,objects,1.0,1.0,1.0
weighted+remat+spectral,corpus:dot_product,kfn_insns,362.0,211.0,1.7156398104265402
weighted+remat+spectral,corpus:dot_product,kfn_ldr_sp,91.0,44.0,2.0681818181818183
weighted+remat+spectral,corpus:dot_product,kfn_str_sp,109.0,27.0,4.037037037037037
weighted+remat+spectral,corpus:dot_product,kfn_ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:dot_product,kfn_stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:dot_product,kfn_mov_imm,71.0,49.0,1.4489795918367347
weighted+remat+spectral,corpus:dot_product,kfn_symbols,1.0,1.0,1.0
weighted+remat+spectral,corpus:dot_product,correct,1.0,1.0,1.0
weighted+remat+spectral,corpus:dot_product,run_median_s,10.907673,3.421678,3.187813990679427
weighted+remat+spectral,corpus:dot_product,run_min_s,10.896127,3.412091,3.193386987627235
weighted+remat+spectral,corpus:elementwise_chain,compile_s,6.534,5.638,1.158921603405463
weighted+remat+spectral,corpus:elementwise_chain,obj_bytes,25424.0,23472.0,1.0831629175187458
weighted+remat+spectral,corpus:elementwise_chain,text_bytes,21787.0,19839.0,1.0981904329855336
weighted+remat+spectral,corpus:elementwise_chain,insns,5329.0,4842.0,1.100578273440727
weighted+remat+spectral,corpus:elementwise_chain,ldr_sp,982.0,934.0,1.051391862955032
weighted+remat+spectral,corpus:elementwise_chain,str_sp,1101.0,850.0,1.295294117647059
weighted+remat+spectral,corpus:elementwise_chain,ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:elementwise_chain,stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:elementwise_chain,mov_imm,1085.0,897.0,1.20958751393534
weighted+remat+spectral,corpus:elementwise_chain,objects,1.0,1.0,1.0
weighted+remat+spectral,corpus:elementwise_chain,kfn_insns,476.0,312.0,1.5256410256410255
weighted+remat+spectral,corpus:elementwise_chain,kfn_ldr_sp,96.0,33.0,2.909090909090909
weighted+remat+spectral,corpus:elementwise_chain,kfn_str_sp,109.0,21.0,5.190476190476191
weighted+remat+spectral,corpus:elementwise_chain,kfn_ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:elementwise_chain,kfn_stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:elementwise_chain,kfn_mov_imm,156.0,143.0,1.0909090909090908
weighted+remat+spectral,corpus:elementwise_chain,kfn_symbols,1.0,1.0,1.0
weighted+remat+spectral,corpus:elementwise_chain,correct,1.0,1.0,1.0
weighted+remat+spectral,corpus:elementwise_chain,run_median_s,21.240787,5.312785,3.99805130454178
weighted+remat+spectral,corpus:elementwise_chain,run_min_s,17.848506,5.07029,3.520214031150092
weighted+remat+spectral,corpus:gemm_control,compile_s,6.659,6.523,1.0208493024681895
weighted+remat+spectral,corpus:gemm_control,obj_bytes,24816.0,23112.0,1.0737279335410177
weighted+remat+spectral,corpus:gemm_control,text_bytes,21199.0,19495.0,1.0874070274429342
weighted+remat+spectral,corpus:gemm_control,insns,5182.0,4756.0,1.0895710681244744
weighted+remat+spectral,corpus:gemm_control,ldr_sp,993.0,974.0,1.0195071868583163
weighted+remat+spectral,corpus:gemm_control,str_sp,1098.0,877.0,1.2519954389965793
weighted+remat+spectral,corpus:gemm_control,ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:gemm_control,stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:gemm_control,mov_imm,975.0,789.0,1.2357414448669202
weighted+remat+spectral,corpus:gemm_control,objects,1.0,1.0,1.0
weighted+remat+spectral,corpus:gemm_control,kfn_insns,254.0,151.0,1.6821192052980132
weighted+remat+spectral,corpus:gemm_control,kfn_ldr_sp,72.0,36.0,2.0
weighted+remat+spectral,corpus:gemm_control,kfn_str_sp,81.0,23.0,3.5217391304347827
weighted+remat+spectral,corpus:gemm_control,kfn_ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:gemm_control,kfn_stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:gemm_control,kfn_mov_imm,41.0,32.0,1.28125
weighted+remat+spectral,corpus:gemm_control,kfn_symbols,1.0,1.0,1.0
weighted+remat+spectral,corpus:gemm_control,correct,1.0,1.0,1.0
weighted+remat+spectral,corpus:gemm_control,run_median_s,21.485208,4.648336,4.622128865039016
weighted+remat+spectral,corpus:gemm_control,run_min_s,20.344084,4.599431,4.423174083924729
weighted+remat+spectral,corpus:gemm_tiled,compile_s,6.527,6.897,0.9463534870233434
weighted+remat+spectral,corpus:gemm_tiled,obj_bytes,32704.0,30320.0,1.078627968337731
weighted+remat+spectral,corpus:gemm_tiled,text_bytes,29091.0,26711.0,1.0891018681442102
weighted+remat+spectral,corpus:gemm_tiled,insns,7155.0,6560.0,1.0907012195121952
weighted+remat+spectral,corpus:gemm_tiled,ldr_sp,1087.0,1028.0,1.0573929961089494
weighted+remat+spectral,corpus:gemm_tiled,str_sp,1986.0,1675.0,1.1856716417910447
weighted+remat+spectral,corpus:gemm_tiled,ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:gemm_tiled,stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:gemm_tiled,mov_imm,1836.0,1613.0,1.138251704897706
weighted+remat+spectral,corpus:gemm_tiled,objects,1.0,1.0,1.0
weighted+remat+spectral,corpus:gemm_tiled,kfn_insns,2290.0,2018.0,1.134786917740337
weighted+remat+spectral,corpus:gemm_tiled,kfn_ldr_sp,197.0,121.0,1.628099173553719
weighted+remat+spectral,corpus:gemm_tiled,kfn_str_sp,991.0,843.0,1.1755634638196917
weighted+remat+spectral,corpus:gemm_tiled,kfn_ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:gemm_tiled,kfn_stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:gemm_tiled,kfn_mov_imm,905.0,859.0,1.0535506402793946
weighted+remat+spectral,corpus:gemm_tiled,kfn_symbols,1.0,1.0,1.0
weighted+remat+spectral,corpus:gemm_tiled,correct,1.0,1.0,1.0
weighted+remat+spectral,corpus:gemm_tiled,run_median_s,85.608863,21.268538,4.025140938225279
weighted+remat+spectral,corpus:gemm_tiled,run_min_s,83.482231,19.080657,4.375228326781411
weighted+remat+spectral,corpus:histogram,compile_s,6.239,6.182,1.0092203170494984
weighted+remat+spectral,corpus:histogram,obj_bytes,26808.0,25016.0,1.0716341541413494
weighted+remat+spectral,corpus:histogram,text_bytes,23223.0,21431.0,1.0836171900517941
weighted+remat+spectral,corpus:histogram,insns,5688.0,5240.0,1.085496183206107
weighted+remat+spectral,corpus:histogram,ldr_sp,960.0,938.0,1.023454157782516
weighted+remat+spectral,corpus:histogram,str_sp,1335.0,1109.0,1.2037871956717763
weighted+remat+spectral,corpus:histogram,ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:histogram,stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:histogram,mov_imm,1257.0,1057.0,1.1892147587511825
weighted+remat+spectral,corpus:histogram,objects,1.0,1.0,1.0
weighted+remat+spectral,corpus:histogram,kfn_insns,361.0,226.0,1.5973451327433628
weighted+remat+spectral,corpus:histogram,kfn_ldr_sp,86.0,45.0,1.9111111111111112
weighted+remat+spectral,corpus:histogram,kfn_str_sp,100.0,29.0,3.4482758620689653
weighted+remat+spectral,corpus:histogram,kfn_ldp_sp,0.0,0.0,
weighted+remat+spectral,corpus:histogram,kfn_stp_sp,0.0,0.0,
weighted+remat+spectral,corpus:histogram,kfn_mov_imm,77.0,54.0,1.4259259259259258
weighted+remat+spectral,corpus:histogram,kfn_symbols,1.0,1.0,1.0
weighted+remat+spectral,corpus:histogram,correct,1.0,1.0,1.0
weighted+remat+spectral,corpus:histogram,run_median_s,17.131756,4.955482,3.4571321215574993
